text,label_raw,stars,char_length,word_length
"On our first morning in Las Vegas we chose the breakfast buffet where we were staying. It was unusually busy for a Thursday morning due to an influx of cowboys attending a bovine sale as well as the start of the PBR finals.  My breakfast included OJ, fresh fruit with strawberry yogurt, easy over eggs, a sliver of ham, bacon and a Tums. Everything was reasonably fresh.  We used our funbook coupons received at check-in.\n\nWe returned a week later for the luncheon buffet using a pair of free buffet coupons from an additional pair of funbooks.  I enjoyed a few small cocktail shrimp, a tomato salad, one BBQ pork rib, a few tiny meatballs and a fresh fruit tart.",1,2,665,119
"Not very impressed with this joint. This place reminds me of a club/bar you would find in Uptown where being at the trendy place is more important than a well-made drink and good service. \n\nWe walked in on St. Patrick's day to find the place empty (it was during the day). We asked to see a cocktail list and were told there wasn't one. Funny because when I sat down at a table lo and behold there was a  cocktail menu sitting right there. Speaking of the table it was dirty ...along with the sticky menu and the messy floor. To be honest It felt like the closer from the night before never cleaned-up... the bar was unkempt, and downright dirty. Nothing about it made me feel like lounging that's for sure. \n\nWe ordered over-priced vodka sodas which I requested to be served with a twist-of lime. Our bartender told us they didn't have limes. The odd thing was I saw the same individual actually cutting limes less than 5 minutes later....was he that lazy or non-accommodating that he couldn't be bothered to grab a lime from the back and cut it up? Or did limes just magically happen to appear a mere five minutes after our drink was ordered?  He looked like he was completely jacked up on steroids (even had the lime green muscle-tee  to match) so maybe he was on the verge of roid-rage and cutting limes or grabbing a cocktail menu would have sent him over the edge. I suppose I should count myself lucky. \n\nOk, maybe that last part was uncalled for but I was really disappointed with Stashe House . I will say it was a beautiful day so I enjoyed the open seating.  We didn't stay to have another drink but I doubt the bartender cared very much as he didn't ask us how the drinks were or even bother to ask if we wanted another one...or do much of anything actually. I sincerely hope South End doesn't turn into the kind of place filled with bars like this...",1,2,1869,346
"Despite us both getting a little bit \""sick\"" the next day, the food was delicious.  Not sure how you rate a restaurant when that happens, but we will probably go back!\n\nEdit:  Went back.  Delicious as always.  Waitress was nice, but probably too sick to be working.",3,4,268,46
"First time I have ever had anything from here. A friend ordered the red velvet bundt cake with cream cheese frosting. The cake itself was delicious, but the frosting was a tad too rich for me. I can't wait to try the other cakes they make.",3,4,239,46
"I get really annoyed with these \""fancy\"" hotels who don't offer the refrigerator and microwave in their standard rooms, which I can get at a Holiday Inn Express or a Comfort Inn for probably half the price.  \n\nAlso, for the love of all things holy, don't charge people for WiFi in 2011 after they already paid you an arm and a leg for a room that isn't worth it.  That is RIDICULOUS.\n\nThere's at least a half-mile walk (without a sidewalk) to anything except a small convenience store.\n\nThe room was comfortable enough, but no greater than any 3-star hotel I've ever stayed in.",1,2,584,102
"One oft favorite joints in Charlotte. Between the jazz band, etoufee, and shrimp& grits this place takes the cake.",4,5,114,19
Very slow service.  Been here 30+ minutes and my car still hasn't come thru the wash part yet.  No one seems to know why things are taking so long.,0,1,147,29
"hovering between 3 and 2 stars. Great look to this place, but, as many others have said the drinks are bit pricey.\n\n I found the servers pretty abrupt as well.",2,3,161,30
This place is ridiculous! We have been waiting a half an hour for food in the drive through and no one has said anything to us. I don't care how good they say they are or how fresh the food is you should not have to wait in a drive through for a half hour. Forget what Food Network says this is definitely not Food Paradise. Avoid trying this place out \n!!!!!,0,1,360,72
"I just have to say its sad that I've not experienced some of the great wings I've heard so much about! I ordered chicken Parmesan and was so excited to dive into my half off happy hour wings! You get 10 whole wings for five bucks... That's gotta excite you! \n\nSad thing was, they were tasteless and greasy.  I kept biting into them thinking it would get better. I assure you, it did not. I ate three and had to stop.  It was like eating grease flavored chicken.  \n\nThe only redeeming thing about the meal was the tomato salad with huge pieces of mozzarella cheese. I really want to like this place... And I'll probably be back at some point. Heck, they still server beer.  That's good enough for me!\n\nHoping and wishing it will turn around though!",1,2,753,137
"This place was amazing, best AYCE in town! The customer service was very good and they had the cutest lil Asian waitress working haha. The Sex Bomb roll was delicious and so were every other roll we ordered!  Definitely coming back soon!",4,5,237,42
"This location of Hickory Tavern gets an extra star purely for the outdoor seating.  This is a great place to enjoy dining on the patio!  The view of our fair city is great!!\n\nAs for food, it's ok.  I have never had anything that blew me away, but I've never been disappointed, either.  I enjoy their \""build your own\"" salad menu, and the sandwiches and burgers are good.  \n\nThe bigger draw here is the walls that are plastered with TV's, so, it's a bar scene.  At this location it's a trendy crowd.  The wait-staff was really good.  I very much enjoyed our waitress on my most recent visit.\n\nThis is a good place to meet friends after work.. and don't forget to take in that view!",2,3,687,124
Great Peking Duck & Chinese Sausage Fried Rice!  Nice restaurant inside and great service.,3,4,90,14
"I stopped in for lunch after a client meeting today and all and all thoroughly enjoyed the experience. I wasn't feeling too adventurous with my menu selections and opted to keep it simple with a house salad, solely for the purpose of the ginger dressing, and a Philly sushi roll. The standard menu items that I ordered were delicious and I gobbled them up right away. The service was super friendly and fast. Any need that we had was meet before we could ask for it. I even believe that the server picked up on the fact that I was gabbing away to my coworker and respected that fact being attentive without interrupting.\n\nThe atmosphere was great. I think my favorite part about this experience was the decor. Typically, I find that places like this tend to go overboard, but everything here was balanced. There was just the right amount of culture, while maintaining a contemporary feel to the restaurant. For example, hanging down from the ceiling, they had brightly colored open umbrellas (hanging from the handles) and behind the sushi bar, the backdrop was a water fall wall. I'm not too familiar with the Baxter Village scene, but would venture to guess this would be a great place to post up and do some people watching on their massive patio.\n\nOverall, my impression of this place was solid. The food didn't \""wow\"" me, but it was a great place to stop in for lunch.",3,4,1378,243
"At first glance, this store looks like a tourist trap as it is in old town and they are selling Mexican trinkets. However, I can't say with absolute certainty, the prices seemed to be pretty decent.  I bought a colorful straw sombrero for 5 dollars.  I saw some other items that seemed to be priced right.\n\nYou can find all your Mexican things to make for a fantastic fiesta.  Or you can find pieces to decorate your home with in this store -- from the colorful Dia de Muertos Masks to the plates and cups to the garden pieces.  \n\nI did not find the ladies in the store to be friendly at all.  But the store is neat and you will be happy, I am sure, with the HUGE selection of trinkets.",2,3,690,131
"Awesome place, they have everything, i couldn't believe my eyes. The staff there is amazing!!!",4,5,94,15
"I really enjoyed my mani-pedi at A Touch of Las Vegas Day Spa. Norma took great care of me with pleasant conversation and attention to detail. Their treatment was wonderful and very relaxing. It was nice to get away from the strip for a while to really relax. The atmosphere was very nice and they seemed to treat everyone as an upscale client. When we visit again, I will definitely book a trip to A Touch of Las Vegas.",4,5,420,79
"I don't know what happened. Maybe I picked the wrong chocolate. After reading people's reviews, I feel like 5 stars is way too high.  I only bought several and none of them are top notch.  So, I was kind a dissapointed with the chocolate.  The lady who was helping me was nice, but I won't come back for the chocolate.  Godiva is just around the other corner.  Not good. :(",1,2,373,70
"After hearing great things about this place from a couple of friends I decided to go for it. The wait is a bit long, but you're in a casino so there are plenty of things to keep you occupied. \n\nFirst off, they have an excellent beer selection & the service is wonderful. Our waitress was really enthusiastic and knowledgable about beer. She gave us recommendations & even offered us samples. For such a busy restaurant I did not feel rushed at all.\n\n- THE FRIES. The truffle parmesan fries are a MUST. It comes with two sauces, a bbq type sauce & an aioli. The aioli was delish. It complemented the fries very well. \n\n- THE BURGER. I got the Hell's Kitchen burger, which came with asadero cheese, jalape\u00f1os, avocados, and a roasted tomato. I've never had asadero cheese before. \nI'm not even sure what it is, but it was really good. The meat itself was good quality and cooked perfectly! Overall, really good burger!",3,4,928,164
"When we first starting going to this doctor's office we were very happy and pleased. Unfortunately, things went bad and I will not recommend this pediatrics facility to anyone. I called at 3:50 asking if there was anyway to bring my daughter. The lady that answered the phone put me for 30 minutes. When she finally picked up the phone I asked her if she knew how long I was on the phone? She said do you want to make an appointment as too ignore my question. I said I have been on hold for 30 minutes she came back at me with full force and said it is a Monday and 2 people called in today so we are doing the best we can. I feel very uneasy about a pediatrician's office putting a parent on hold for 30 minutes because that is the best they can do. So after I got yelled at for it being a Monday I again explained I need to bring in my daughter and again I was put on hold. Then after being on hold for an additional 10 minutes I was told there were no available appointment's left for today. I told the nurse that I had requested my children's medical records 2 months ago and I want to know where they are (due to a very bad experience I had with the doctor a few months before this episode) and again I was put on hold. I finally arrived at the doctor's office with phone in hand and still on hold. By the time I got to the office I had been on hold for 45 minutes because that is the best they can do. I was at the office for another 30 minutes while 3 different employees told me one lie after another on where my kids medical records were. So if you calculate it all up I was dealing with them for one hour and 15 minutes and in all of that time someone could of seen my daughter. I gave this office 2 chances with my kids and that was 2 chances too many.   \n\nOne last note...When my son was sick with RSV and I was trying to get ahold of the office I had to leave a message with triage and it took them 3 hours to get back to me. They told me they had lunch that is what took so long. I was already in the ER when they called back and ended up in the ICU of children's hospital that night.",0,1,2100,427
"Okay, guestline/regular line is a pain. There's people in line even at 3:00 am. This place is the hottest club. Three floor, hip hop room, lounge w/ pool table, and main dance floor that's connected to the outside pool area. The crowd used to be full of prettier people when it first open, now it's a mixed. For girls, there are ways to get in for free. Do know that if you get there at 10 pm, you can expect to be in line for 2 hr and 1+ hr waiting in front because the way they make money is making you either pay extra to get in since you're at the front or leave. You'll still have an awesome time at this place. \nDaypool - It is fun. They've got the music and again, being a girl is awesome. Good looking crowd. Pretty happening place.",4,5,741,146
the hotel isn't a looker but having the Oyster Bar and bingo here make it A-ok with me.,1,2,87,18
"Nice looking premises! Clean!\nI usually go to the 24 on Rainbow but I decided to give this one a shot. I like the dynamic atmosphere. People working out hard, minding their own business, doing their own thing. Smiles everywhere and CLEAN!  The clean part is a big deal since unfortunately the Rainbow location seems to be lacking in this area. \nI was pleased to see 2 Crossfit Tractor tires. It also has a Pilates room  (another plus). Even with the new years resolutionists, there is plenty of availability for superset workouts. The equipment is ok; I wish it had more leg equipment. A sissy squat machine would be great. It is also missing the revolving solid bent D- Lat pulldown bar with handles which I use a lot. But overall it's a nice gym. \nI recommend this place.",4,5,776,138
"We were told about Minus 5 Ice Lounge by many people, so when we were in Vegas, we went to the one in Mandalay Bay. It's definitely a unique experience. We opted for the Two Cocktail Experience so it came out to $40/person to include 2 drinks as well as gloves & a coat to use while inside the bar. I'll say it was over-priced but the bartenders working inside were really nice & made some tasty drinks for us. Everything is made of ice including the benches to sit on, the bar top, the cups, etc, so like I said, very unique. We, however, weren't impressed with the fact that we weren't able to take our phones inside to take our own pictures. $20 for 1 picture & $40 for 3 pictures is very excessive. We had to ask the bartender to grab the photographer who works there to take our photos & when she finally came inside, she seemed like she was pretty careless. She took 4 different photos of us and walked back out immediately. It wasn't as though it was very busy so it would've been nice if she was more attentive since we were going to pay for the photos.\n\nAfter going there, I'd say this is a one-time destination but not somewhere worth going over and over.",2,3,1167,222
was here with the hubby.  Great service!,2,3,40,7
"What a delightful surprise!\n\nI generally am not a big fan of downtown or its currently available cuisine. After seeing the Wizard of Oz at the Smith Center we decided to grab a bite downtown. I raised an eyebrow but went with it, and I'm so glad I did!\n\nThe feel is very traditional, old school steakhouse. We enjoyed:\n\n-Riesling\n-Champagne\n-Oysters\n-Lobster Bisque\n-Caesar Salad\n-Hand made pasta (I added mushrooms and red pepper flakes, so delicious)\n-Ribeye\n\nEverything was delicious. My favorite dishes were the oysters and the pasta. I am very particular about noodle texture and Andiamo's texture was spot on.\n\nWe were too full for dessert but I will definitely indulge our next visit!",4,5,707,107
"not thrilling, not disappointing.  RB is average across the board.  Try the Hazelnut Crusted Chicken.",2,3,101,15
"We just had Robert ,from the Appliance doctor , to check my Dacor oven. I have NEVER had a repair service clinician so prompt, so polite and courteous ! And, gave me helpful tips on how to use my ovens... He went above and beyond!  Will definitely reccomend to family and friends!",4,5,280,52
"We have new construction and are the first house on our street. We have a GIGANTIC mailbox at the end of our driveway, but the mailman can't find it!  This is getting totally ridiculous.  How can we move in without mail service?  No wonder so many people hate the USPS.",0,1,269,50
What the heck is wrong with all the five star reviewers? Went here last night. No sense of hygiene. Un-eaten bread is reused for next table. Hot sauce is put on with a brush directly onto eaten food without being washed or changed between tables. Yuck. Lost my appetite here.,0,1,275,50
"Third time here. Not as good as before. Salmon not tasty, salad over loaded with dressing. Wait staff good. Restaurant clean.",1,2,125,21
The only thing nice was that eating at Tao allowed us to get into the club for free and no waiting in line.  \n\nI had the salmon with udon & spinach which sounded great.  I had the salmon medium rare and it was as expected.  The udon was a little salty.  It was hard to hear people speaking with the club music bleeding over to the restaurant.  The service was pretty good and the overall menu had a pretty good selection of food.,2,3,431,83
"I have stayed at the Monte Carlo in the past and found it nice and conveniently located, which is why, when they were having a special, I booked a weekend there again. However, as we unpacked our bags, we found that the previous guest left several shirts in the drawers. This sullied the whole stay for me because it led me to question whether their housekeeping staff was really doing a good job. They moved us to a comparable room, but I wasn't really satisfied after that. In addition, the hotel pretty much shuts down after 10pm in contrast to other hotels that are bustling into the wee hours.  If I had to stay here again, I would because it wasn't awful, but I will always look for another option after this trip.\n\nOne saving grace: free \""tram\"" (really a monorail) to the Bellagio. This saved us a lot on transportation costs.",2,3,837,151
Food is quite good but this place is way too small. I've went there 5 times and always waited like at least 20 minutes at the door. Then you are stuck at your table barely able to move. Note that I am 6 feet 210lbs which is quite standard.\n\nI'll always remember the barmaid forgetting to give me 10 bucks back on a 20 for a beer. Cheap trick to try to stole my money or an accident... I'll leaving the guess to you.\n\nThe chef is quite good and I can't complain about his work.,1,2,480,94
"The location for this place is great, although the property could build a better straight shot pedestrian walkway TO the Strip.  Instead you have to walk all the way around OR through High Roller's HOT parking lot.  \n\nLots of pools, a small market, clean and SPACIOUS villas, etc.  It's everything a resort should offer - definitely meets expectations there!  \n\nA couple bad things: \n- I specifically asked to have a view and be in a quiet room (I forgot they were villas with individual entrances).  She put us in Building 19 for a \""view\"" of the pool - which added a 7 minute walk each time we ventured out to the strip.  You may wonder why we walked?  Because the Operator/Concierge REFUSED to send a taxi to our building. \n- Speaking of taxis, they REFUSED to call ahead for us.  We had dinner reservations (that we've had for 2 months) at 6pm one night.  We called at 5:03pm and asked to have a taxi waiting for us at 5:45pm.  They refused to do so.  So my husband went up early to call for one at 5:25pm.  I got up there at 5:53pm and the taxi was STILL not there.  We missed the reservation and had to BEG to \""get in\"".  ONLY to find out, the Bell Desk walkies the other Bellman who stands at the entrance of the resort to wave-in taxis!!  WHAT TOOK SO LONG!?? \n- With the above in mind, they wouldn't call ahead a taxi for the airport either.  But they did say there is a complimentary shuttle to take us and that all we would need to do is call to arrange it.  So, we followed instruction only to discover that the shuttle is not complimentary, it's not private, and the shuttle servicers are quite the assholes too (likely because we were misinformed and we wasted their time). \n- The water.  Stay away from the water.  I am sure it's \""clean\"", but Vegas water tastes like shit.  \n- Lastly and the most terrible was the thumping on Saturday morning!!  At 9am, we were rudely greeted by the loudest thumping I've ever heard.  I called and it was due to Building 21 is doing maintenance.  Really?  These people are working while I am supposed to be enjoying my vacation??  They really cannot wait on that specific project until 11am?  \n\nOnto the \""time share\"" portion of our trip.  I personally thought it was a great experience!  ALL of our representatives were excellent!  Danny, the tour guide, was the sweetest, most informative guy ever! Youness & Christopher were awesome as well!  Although, we didn't decide to buy a time share at that very moment, we still learned a lot and know we have one more opportunity to decide!",3,4,2550,459
This was my 3rd time trying to win any money at this place.  What a rip!  Didn't win a thing.  The sad thing is that the Station Casino's are geared towards the locals.  They don't even give any play anymore.  Just keep taking money from the people who live there to build more casino's...\n\nTwo stars for Fatburgers within the casino.,1,2,336,60
"This is one of the coolest hotels that I have stayed at.  Opened about a year ago in the City Center complex, it boasts luxury and fine dining at an affordable price.\n\nThe rooms are nicely laid out, they have ceiling to floor windows along one side of the room over looking the Las Vegas strip.  The bathroom consists of 3 little rooms,  1 for the toilet, 1 for the standup shower which also has a garden next to it, and then the open area where the sinks are.\n\nThe cool factor comes in play when you first approach your room.  All you have to do is stand outside your room and hold your key to a round disk on the door and the door will unlock.  Once you enter your room, you will be astonished with all the automation that has been put in place.  From a central remote control, you can control all the lights in the room, open and close the curtains, set the alarm clock, watch tv, listen to music, adjust the thermostat, and even set the indicators outside your room to notify the staff that you want privacy or you need to have your room serviced.  \n\nFor the technology challenged, this room can be very intimidating, but with a little practice, it is easy to master.  With a touch of a button I can set the room to sleep mode where all the lights are turned off, the curtains are closed, and the tv is turned off.\n\nI ended up deducting a star because they are not very friendly to new customers when it comes to finding your way around.  When i got off the shuttle, i had to take an elevator up to the casino level, and then wander around the casino until I finally found a check-in desk.  At first I didn't even know what hotel the checking was for as there were no signs indicating anything.  The other thing I didn't like was being charged a daily resort fee of about $25 that gave me access to the spa, fitness center, a daily newspaper, 2 free cocktails, and Internet access in my room and in the casino area.  When i was at the Thai restaurant in the lobby of this casino, I was getting a great signal on my phone, but I was unable to receive any data.\n\nOverall,  it is a great hotel to stay at if you are a geeky person that likes gadgets.  The hotel is located on the south end of the strip with easy access to the other casinos.",3,4,2252,428
"Bored from the same old Asian cuisine me and my friends chow down on a daily basis, we wanted to try something different.  Hell, why not Ethiopian food??  So I did some research and found this jewel of a restaurant in a run-down mall on Twain and Swenson.\n\nThe restaurant is modestly decorated with some traditional Ethiopian art, and they even have a legit Ethiopian coffee experience you can purchase for about $15 I think?  They also had a stage in the restaurant so I'm assuming they have live music at specific times as well.\n\nThe food was good, but it's an acquired taste.  The bread was a bit sour for my taste buds, but the chicken was good and deliciously marinated.  Although it wasn't fitted for my taste, I respect the fact that the food was not standardized to appeal to average consumers; It's as real of an Ethiopian dish you can get.  I can see that it may be highly enjoyable after I build an acquired taste for it.\n\nI gotta say the service was wonderful, and that's what earned the fourth star for me.  The server greeted us and constantly filled our waters, helped us with whatever we needed, and even other people eating engaged in conversations with us.  It may be in a run-down mall and whatever, but the people are very friendly.  All in all, it's definitely somewhere I would go with friends or families in town looking for an experience.\n\nPROS: Original Ethiopian food, service is great\nCONS: Location is a bit meh, it's an acquired taste",3,4,1472,258
Excellent food and excellent service.  The manager Kristen was awesome and so was our server Jeff. I highly recommend this restaurant for dinner.,4,5,145,23
Peut etre la meilleure place de poutine en ville... Surtout sans ligne d'attente contrairement a la banquise......\n\nFormule o\u00f9 l'on peut choisir ses ingr\u00e9dients tels que les frites \u00e8cras\u00e9es entre autre.,2,3,224,30
"This was surprisingly good!  We were just looking for a casual lunch, and went in with low expectations.  But, the food was quite good, and the service did a nice job.\n\nI'm not going to seek it out again, but if I'm standing next to the place, and I'm hungry.. sure.",2,3,268,50
"Huge Menu, Friendly People, Good Food.  I really like oregano's for their wide selection.  I took my date here in lieu of cooking (unfortunate bill issues left me with no gas for a few days) and she ordered the ravioli and I got the BBQ chicken thin crust pizza.  It was really flavorful and I enjoyed it.  The only downside (which cost them that fabled 5 stars) was the fact that it is strictly call ahead seating.  This place gets BUSY... and when it gets busy the wait can be pretty bad because all of their food is made from scratch (you can taste it).  Other than that... fantastic meal and get the desert cookie thing they have.  SOOO Good!",3,4,646,120
"Walked in because we were ignored at 3D nails in the next shop over....my friend and I got two French pedicures and we were both done in less than 15 mins...very rushed and left to dry in the pedi chair. Upon \""checkout\"" the front desk agent couldn't find our receipts and it just wasn't a welcoming experience. Felt rushed and I like to enjoy my pedicures.",1,2,358,66
My friends and I saw this show last week and I thought it was thoroughly entertaining.  They sang many classics and added a personal touch by including  their love of singing Motown as teenagers.  It was a great show.,4,5,217,39
"Old school in the best sense of the word!  Superior quality, great service, friendly team. Cash only means cost stays low.  My car hasn't been that clean in a long time ;). And I wasn't expecting them to detail it.  Great to know there are still businesses like this around!",4,5,274,50
"Never thought I would be writing a review for a Coffee Bean and Tea Leaf. I have worked for them in the past as a supervisor and have worked at several other cafes so I am typically pretty lenient and sympathetic with all baristas in the world.\n\nHaving said that, my girlfriend and I wanted to grab some coffee for the road before checking out from the hotel. They had one girl as an expeditor taking orders to speed up the line. We ordered a reg hazelnut IB and a lg Orchard Peach iced tea. We paid and stepped aside to wait for our drinks. We received two reg sized drinks. No big deal- we let the barista know we had ordered a large iced tea.\n\nConflict resolution at a coffee shop is quite simple. The cost of avoiding an argument and satisfying a customer far outweighs the cost of remaking their order.\n\nHowever, the employee here who decided to give us attitude, state that we had paid for a regular (regardless of the expeditor coming over and letting her know she had took the order for a large), and walked away after giving us back the regular sized tea obviously does not share my views.\n\nSo double and triple check your order when you ring up everyone, cus they will NOT fix it for you.",0,1,1206,222
